Unnamed: 0,code_client,reference_lettrage,n_echance,date_echeance,montant_credit,total_echeance,capital_rembourse,capital_restant,date_operation,montant,nbre_ech,taux_interet,date_mise_place,objet_credit_groupe,nb_cpt,type,segment,profil_activite,secteur_risque,forme_juridique,date_creation,reseau,age_credit_jours,cat_age_entreprise,Retard,echa_impaye_avant,cum_taux_paiement,statut
0,136,CBM02380,2,2024-05-04,18448637,480632.28,349457.28,14409452.32,2024-03-05,2200010,36,7.5,2024-02-28,VOITURE,2,Société,GE,Autres,Commerce,SA,1989-03-16,Yaounde Centre,66,20+ ans,pas_retard,0,4.577324685724396,paye
1,136,CBM02380,3,2024-06-04,18448637,480632.28,352563.21,14056889.11,2024-04-05,626858,36,7.5,2024-02-28,VOITURE,2,Société,GE,Autres,Commerce,SA,1989-03-16,Yaounde Centre,97,20+ ans,pas_retard,0,5.881560847307218,paye
2,136,CBM02380,4,2024-07-04,18448637,480632.28,355696.74,13701192.37,2024-05-06,626858,36,7.5,2024-02-28,VOITURE,2,Société,GE,Autres,Commerce,SA,1989-03-16,Yaounde Centre,127,20+ ans,pas_retard,0,7.18579700889004,paye
3,136,CBM02380,5,2024-08-04,18448637,480632.28,358858.12,13342334.26,2024-06-05,626858,36,7.5,2024-02-28,VOITURE,2,Société,GE,Autres,Commerce,SA,1989-03-16,Yaounde Centre,158,20+ ans,pas_retard,0,8.490033170472861,paye
4,136,CBM02380,6,2024-09-04,18448637,480632.28,362047.59,12980286.66,2024-07-05,626858,36,7.5,2024-02-28,VOITURE,2,Société,GE,Autres,Commerce,SA,1989-03-16,Yaounde Centre,189,20+ ans,pas_retard,0,9.794269332055682,paye
5,136,CBM02380,7,2024-10-04,18448637,480632.28,365265.42,12615021.24,2024-08-05,626858,36,7.5,2024-02-28,VOITURE,2,Société,GE,Autres,Commerce,SA,1989-03-16,Yaounde Centre,219,20+ ans,pas_retard,0,11.0985054936385,paye
6,136,CBM02380,8,2024-11-04,18448637,480632.28,368511.84,12246509.4,2024-09-05,626858,36,7.5,2024-02-28,VOITURE,2,Société,GE,Autres,Commerce,SA,1989-03-16,Yaounde Centre,250,20+ ans,pas_retard,0,12.40274165522132,paye
7,136,CBM02380,9,2024-12-04,18448637,480632.28,371787.12,11874722.28,2024-10-07,626857,36,7.5,2024-02-28,VOITURE,2,Société,GE,Autres,Commerce,SA,1989-03-16,Yaounde Centre,280,20+ ans,pas_retard,0,13.70697573621147,paye
8,136,CBM02380,10,2025-01-04,18448637,480632.28,375091.51,11499630.76,2024-11-05,626857,36,7.5,2024-02-28,VOITURE,2,Société,GE,Autres,Commerce,SA,1989-03-16,Yaounde Centre,311,20+ ans,pas_retard,0,15.01120981720162,paye
9,136,CBM02380,11,2025-02-04,18448637,480632.28,378425.27,11121205.49,2024-12-05,626858,36,7.5,2024-02-28,VOITURE,2,Société,GE,Autres,Commerce,SA,1989-03-16,Yaounde Centre,342,20+ ans,pas_retard,0,16.31544597878445,paye
10,136,CBM02380,12,2025-03-04,18448637,480632.28,381788.66,10739416.84,2025-01-06,626858,36,7.5,2024-02-28,VOITURE,2,Société,GE,Autres,Commerce,SA,1989-03-16,Yaounde Centre,370,20+ ans,pas_retard,0,17.61968214036727,paye
11,136,CBM02380,13,2025-04-04,18448637,480632.28,385181.94,10354234.9,2025-02-05,626857,36,7.5,2024-02-28,VOITURE,2,Société,GE,Autres,Commerce,SA,1989-03-16,Yaounde Centre,401,20+ ans,pas_retard,0,18.92391622135742,paye
12,136,CBM02380,14,2025-05-04,18448637,480632.28,388605.38,9965629.52,2025-03-05,626858,36,7.5,2024-02-28,VOITURE,2,Société,GE,Autres,Commerce,SA,1989-03-16,Yaounde Centre,431,20+ ans,pas_retard,0,20.22815238294024,paye
13,8132,CBM02398,2,2024-08-04,43522013,1643384.95,1354561.45,33463048.95,2024-07-05,1003878,24,7.0,2024-06-05,VOITURE,3,Société,ME,Autres,Commerce,SA,1991-11-05,Yaounde Centre,60,20+ ans,pas_retard,1,0.610859920556045,impaye
14,8132,CBM02398,3,2024-09-04,43522013,1643384.95,1365797.98,32097250.98,2024-08-05,1003878,24,7.0,2024-06-05,VOITURE,3,Société,ME,Autres,Commerce,SA,1991-11-05,Yaounde Centre,91,20+ ans,pas_retard,2,1.22171984111209,impaye
15,8132,CBM02398,4,2024-10-04,43522013,1643384.95,1377127.72,30720123.26,2024-09-05,1003877,24,7.0,2024-06-05,VOITURE,3,Société,ME,Autres,Commerce,SA,1991-11-05,Yaounde Centre,121,20+ ans,pas_retard,3,1.832579153167978,impaye
16,8132,CBM02398,5,2024-11-04,43522013,1643384.95,1388551.45,29331571.81,2024-10-07,1003877,24,7.0,2024-06-05,VOITURE,3,Société,ME,Autres,Commerce,SA,1991-11-05,Yaounde Centre,152,20+ ans,pas_retard,4,2.443438465223866,impaye
17,8132,CBM02398,6,2024-12-04,43522013,1643384.95,1400069.94,27931501.88,2024-11-05,1003878,24,7.0,2024-06-05,VOITURE,3,Société,ME,Autres,Commerce,SA,1991-11-05,Yaounde Centre,182,20+ ans,pas_retard,5,3.054298385779911,impaye
18,8132,CBM02398,7,2025-01-04,43522013,1643384.95,1411683.97,26519817.9,2024-12-05,1003878,24,7.0,2024-06-05,VOITURE,3,Société,ME,Autres,Commerce,SA,1991-11-05,Yaounde Centre,213,20+ ans,pas_retard,6,3.665158306335956,impaye
19,8132,CBM02398,8,2025-02-04,43522013,1643384.95,1423394.36,25096423.55,2025-01-06,1003877,24,7.0,2024-06-05,VOITURE,3,Société,ME,Autres,Commerce,SA,1991-11-05,Yaounde Centre,244,20+ ans,pas_retard,7,4.276017618391844,impaye
20,8132,CBM02398,9,2025-03-04,43522013,1643384.95,1435201.88,23661221.67,2025-02-05,1003877,24,7.0,2024-06-05,VOITURE,3,Société,ME,Autres,Commerce,SA,1991-11-05,Yaounde Centre,272,20+ ans,pas_retard,8,4.886876930447732,impaye
21,8132,CBM02398,10,2025-04-04,43522013,1643384.95,1447107.35,22214114.32,2025-03-05,1003878,24,7.0,2024-06-05,VOITURE,3,Société,ME,Autres,Commerce,SA,1991-11-05,Yaounde Centre,303,20+ ans,pas_retard,9,5.497736851003777,impaye
22,8132,CBM02398,11,2025-05-04,43522013,1643384.95,1459111.58,20755002.73,2025-04-07,1003878,24,7.0,2024-06-05,VOITURE,3,Société,ME,Autres,Commerce,SA,1991-11-05,Yaounde Centre,333,20+ ans,pas_retard,10,6.108596771559823,impaye
23,10769,CBM01806,325,2023-05-04,2529699500,16210744.64,-30954878.96,5337706827.77,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,29,20+ ans,retard,1,0.0,impaye
24,10769,CBM01806,326,2023-06-04,2529699500,16210744.64,-31230001.32,5368936829.09,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,60,20+ ans,retard,2,0.0,impaye
25,10769,CBM01806,327,2023-07-04,2529699500,16210744.64,-31507568.94,5400444398.03,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,90,20+ ans,retard,3,0.0,impaye
26,10769,CBM01806,328,2023-08-04,2529699500,16210744.64,-31787603.54,5432232001.57,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,121,20+ ans,retard,4,0.0,impaye
27,10769,CBM01806,329,2023-09-04,2529699500,16210744.64,-32070127.04,5464302128.61,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,152,20+ ans,retard,5,0.0,impaye
28,10769,CBM01806,330,2023-10-04,2529699500,16210744.64,-32355161.57,5496657290.18,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,182,20+ ans,retard,6,0.0,impaye
29,10769,CBM01806,331,2023-11-04,2529699500,16210744.64,-32642729.44,5529300019.62,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,213,20+ ans,retard,7,0.0,impaye
30,10769,CBM01806,332,2023-12-04,2529699500,16210744.64,-32932853.17,5562232872.79,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,243,20+ ans,retard,8,0.0,impaye
31,10769,CBM01806,333,2024-01-04,2529699500,16210744.64,-33225555.48,5595458428.27,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,274,20+ ans,retard,9,0.0,impaye
32,10769,CBM01806,334,2024-02-04,2529699500,16210744.64,-33520859.29,5628979287.56,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,305,20+ ans,retard,10,0.0,impaye
33,10769,CBM01806,335,2024-03-04,2529699500,16210744.64,-33818787.71,5662798075.28,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,334,20+ ans,retard,11,0.0,impaye
34,10769,CBM01806,336,2024-04-04,2529699500,16210744.64,-34119364.08,5696917439.35,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,365,20+ ans,retard,12,0.0,impaye
35,10769,CBM01806,337,2024-05-04,2529699500,16210744.64,-34422611.92,5731340051.27,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,395,20+ ans,retard,13,0.0,impaye
36,10769,CBM01806,338,2024-06-04,2529699500,16210744.64,-34728554.99,5766068606.26,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,426,20+ ans,retard,14,0.0,impaye
37,10769,CBM01806,339,2024-07-04,2529699500,16210744.64,-35037217.23,5801105823.48,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,456,20+ ans,retard,15,0.0,impaye
38,10769,CBM01806,340,2024-08-04,2529699500,16210744.64,-35348622.81,5836454446.3,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,487,20+ ans,retard,16,0.0,impaye
39,10769,CBM01806,341,2024-09-04,2529699500,16210744.64,-35662796.13,5872117242.42,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,518,20+ ans,retard,17,0.0,impaye
40,10769,CBM01806,342,2024-10-04,2529699500,16210744.64,-35979761.76,5908097004.19,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,548,20+ ans,retard,18,0.0,impaye
41,10769,CBM01806,343,2024-11-04,2529699500,16210744.64,-36299544.55,5944396548.73,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,579,20+ ans,retard,19,0.0,impaye
42,10769,CBM01806,344,2024-12-04,2529699500,16210744.64,-36622169.51,5981018718.24,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,609,20+ ans,retard,20,0.0,impaye
43,10769,CBM01806,345,2025-01-04,2529699500,16210744.64,-36947661.92,6017966380.16,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,640,20+ ans,retard,21,0.0,impaye
44,10769,CBM01806,346,2025-02-04,2529699500,16210744.64,-37276047.25,6055242427.41,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,671,20+ ans,retard,22,0.0,impaye
45,10769,CBM01806,347,2025-03-04,2529699500,16210744.64,-37607351.22,6092849778.63,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,699,20+ ans,retard,23,0.0,impaye
46,10769,CBM01806,348,2025-04-04,2529699500,16210744.64,-37941599.78,6130791378.41,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,730,20+ ans,retard,24,0.0,impaye
47,10769,CBM01806,349,2025-05-04,2529699500,16210744.64,-38278819.09,6169070197.5,2099-01-01,0,360,7.5,2023-04-05,AUTRE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,760,20+ ans,retard,25,0.0,impaye
48,10769,CBM01825,397,2023-05-04,3018867984,18764591.9,-88996315.2,12213513285.31,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,29,20+ ans,retard,1,0.0,impaye
49,10769,CBM01825,398,2023-06-04,3018867984,18764591.9,-89787301.24,12303300586.55,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,60,20+ ans,retard,2,0.0,impaye
50,10769,CBM01825,399,2023-07-04,3018867984,18764591.9,-90585317.44,12393885903.99,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,90,20+ ans,retard,3,0.0,impaye
51,10769,CBM01825,400,2023-08-04,3018867984,18764591.9,-91390426.3,12485276330.29,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,121,20+ ans,retard,4,0.0,impaye
52,10769,CBM01825,401,2023-09-04,3018867984,18764591.9,-92202690.84,12577479021.13,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,152,20+ ans,retard,5,0.0,impaye
53,10769,CBM01825,402,2023-10-04,3018867984,18764591.9,-93022174.67,12670501195.8,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,182,20+ ans,retard,6,0.0,impaye
54,10769,CBM01825,403,2023-11-04,3018867984,18764591.9,-93848941.95,12764350137.75,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,213,20+ ans,retard,7,0.0,impaye
55,10769,CBM01825,404,2023-12-04,3018867984,18764591.9,-94683057.42,12859033195.16,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,243,20+ ans,retard,8,0.0,impaye
56,10769,CBM01825,405,2024-01-04,3018867984,18764591.9,-95524586.38,12954557781.54,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,274,20+ ans,retard,9,0.0,impaye
57,10769,CBM01825,406,2024-02-04,3018867984,18764591.9,-96373594.72,13050931376.26,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,305,20+ ans,retard,10,0.0,impaye
58,10769,CBM01825,407,2024-03-04,3018867984,18764591.9,-97230148.92,13148161525.18,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,334,20+ ans,retard,11,0.0,impaye
59,10769,CBM01825,408,2024-04-04,3018867984,18764591.9,-98094316.06,13246255841.24,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,365,20+ ans,retard,12,0.0,impaye
60,10769,CBM01825,409,2024-05-04,3018867984,18764591.9,-98966163.78,13345222005.01,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,395,20+ ans,retard,13,0.0,impaye
61,10769,CBM01825,410,2024-06-04,3018867984,18764591.9,-99845760.35,13445067765.36,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,426,20+ ans,retard,14,0.0,impaye
62,10769,CBM01825,411,2024-07-04,3018867984,18764591.9,-100733174.65,13545800940.01,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,456,20+ ans,retard,15,0.0,impaye
63,10769,CBM01825,412,2024-08-04,3018867984,18764591.9,-101628476.15,13647429416.16,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,487,20+ ans,retard,16,0.0,impaye
64,10769,CBM01825,413,2024-09-04,3018867984,18764591.9,-102531734.96,13749961151.12,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,518,20+ ans,retard,17,0.0,impaye
65,10769,CBM01825,414,2024-10-04,3018867984,18764591.9,-103443021.8,13853404172.92,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,548,20+ ans,retard,18,0.0,impaye
66,10769,CBM01825,415,2024-11-04,3018867984,18764591.9,-104362408.02,13957766580.94,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,579,20+ ans,retard,19,0.0,impaye
67,10769,CBM01825,416,2024-12-04,3018867984,18764591.9,-105289965.62,14063056546.56,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,609,20+ ans,retard,20,0.0,impaye
68,10769,CBM01825,417,2025-01-04,3018867984,18764591.9,-106225767.2,14169282313.76,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,640,20+ ans,retard,21,0.0,impaye
69,10769,CBM01825,418,2025-02-04,3018867984,18764591.9,-107169886.05,14276452199.81,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,671,20+ ans,retard,22,0.0,impaye
70,10769,CBM01825,419,2025-03-04,3018867984,18764591.9,-108122396.09,14384574595.9,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,699,20+ ans,retard,23,0.0,impaye
71,10769,CBM01825,420,2025-04-04,3018867984,18764591.9,-109083371.9,14493657967.8,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,730,20+ ans,retard,24,0.0,impaye
72,10769,CBM01825,421,2025-05-04,3018867984,18764591.9,-110052888.72,14603710856.52,2099-01-01,0,432,7.5,2023-04-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,760,20+ ans,retard,25,0.0,impaye
73,10769,CBM01990,2,2023-09-04,67085954,1747753.78,1270753.78,52398009.42,2023-08-07,2403942,36,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,61,20+ ans,pas_retard,0,1.375446603239502,paye
74,10769,CBM01990,3,2023-10-04,67085954,1747753.78,1282048.05,51115961.37,2023-09-05,2403942,36,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,91,20+ ans,pas_retard,0,2.750893206479004,paye
75,10769,CBM01990,4,2023-11-04,67085954,1747753.78,1293442.7,49822518.67,2023-10-05,2403941,36,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,122,20+ ans,pas_retard,0,4.126339237555532,paye
76,10769,CBM01990,5,2023-12-04,67085954,1747753.78,1304938.63,48517580.03,2023-11-06,2403941,36,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,152,20+ ans,pas_retard,0,5.501785268632061,paye
77,10769,CBM01990,6,2024-01-04,67085954,1747753.78,1316536.73,47201043.3,2023-12-05,2403942,36,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,183,20+ ans,pas_retard,0,6.877231871871563,paye
78,10769,CBM01990,7,2024-02-04,67085954,1747753.78,1328237.91,45872805.39,2024-01-05,2403941,36,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,214,20+ ans,pas_retard,0,8.252677902948092,paye
79,10769,CBM01990,8,2024-03-04,67085954,1747753.78,1340043.1,44532762.29,2024-02-05,2403941,36,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,243,20+ ans,pas_retard,0,9.62812393402462,paye
80,10769,CBM01990,9,2024-04-04,67085954,1747753.78,1351953.2,43180809.09,2024-03-05,2403941,36,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,274,20+ ans,pas_retard,0,11.00356996510115,paye
81,10769,CBM01990,10,2024-05-04,67085954,1747753.78,1363969.16,41816839.93,2024-04-05,2403942,36,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,304,20+ ans,pas_retard,0,12.37901656834065,paye
82,10769,CBM01990,11,2024-06-04,67085954,1747753.78,1376091.91,40440748.02,2024-05-06,2403941,36,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,335,20+ ans,pas_retard,0,13.75446259941718,paye
83,10769,CBM01990,12,2024-07-04,67085954,1747753.78,1388322.42,39052425.6,2024-06-05,2403941,36,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,365,20+ ans,pas_retard,0,15.12990863049371,paye
84,10769,CBM01990,13,2024-08-04,67085954,1747753.78,1400661.62,37651763.99,2024-07-05,2403942,36,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,396,20+ ans,pas_retard,0,16.50535523373321,paye
85,10769,CBM01990,14,2024-09-04,67085954,1747753.78,1413110.49,36238653.49,2024-08-05,2403942,36,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,427,20+ ans,pas_retard,0,17.88080183697271,paye
86,10769,CBM01990,15,2024-10-04,67085954,1747753.78,1425670.01,34812983.49,2024-09-05,2403941,36,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,457,20+ ans,pas_retard,0,19.25624786804924,paye
87,10769,CBM01990,16,2024-11-04,67085954,1747753.78,1438341.15,33374642.33,2024-10-07,2403942,36,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,488,20+ ans,pas_retard,0,20.63169447128874,paye
88,10769,CBM01990,17,2024-12-04,67085954,1747753.78,1451124.91,31923517.42,2024-11-05,2403942,36,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,518,20+ ans,pas_retard,0,22.00714107452824,paye
89,10769,CBM01990,18,2025-01-04,67085954,1747753.78,1464022.3,30459495.12,2024-12-05,2403942,36,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,549,20+ ans,pas_retard,0,23.38258767776775,paye
90,10769,CBM01990,19,2025-02-04,67085954,1747753.78,1477034.31,28982460.81,2025-01-06,2403941,36,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,580,20+ ans,pas_retard,0,24.75803370884427,paye
91,10769,CBM01990,20,2025-03-04,67085954,1747753.78,1490161.97,27492298.84,2025-02-05,2403941,36,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,608,20+ ans,pas_retard,0,26.1334797399208,paye
92,10769,CBM01990,21,2025-04-04,67085954,1747753.78,1503406.31,25988892.53,2025-03-05,2403942,36,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,639,20+ ans,pas_retard,0,27.5089263431603,paye
93,10769,CBM01990,22,2025-05-04,67085954,1747753.78,1516768.36,24472124.17,2025-04-07,2403941,36,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,669,20+ ans,pas_retard,0,28.88437237423683,paye
94,10769,CBM01990,73,2023-08-04,201257862,2188961.36,1420667.48,85022482.78,2099-01-01,0,108,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,30,20+ ans,retard,1,28.88437237423683,impaye
95,10769,CBM01990,74,2023-09-04,201257862,2188961.36,1433294.16,83589188.62,2099-01-01,0,108,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,61,20+ ans,retard,2,28.88437237423683,impaye
96,10769,CBM01990,75,2023-10-04,201257862,2188961.36,1446033.06,82143155.56,2099-01-01,0,108,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,91,20+ ans,retard,3,28.88437237423683,impaye
97,10769,CBM01990,76,2023-11-04,201257862,2188961.36,1458885.19,80684270.37,2099-01-01,0,108,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,122,20+ ans,retard,4,28.88437237423683,impaye
98,10769,CBM01990,77,2023-12-04,201257862,2188961.36,1471851.55,79212418.82,2099-01-01,0,108,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,152,20+ ans,retard,5,28.88437237423683,impaye
99,10769,CBM01990,78,2024-01-04,201257862,2188961.36,1484933.14,77727485.68,2099-01-01,0,108,7.5,2023-07-05,VOITURE,7,Société,GE,Organisme de l'Etat,Secteur Public,SA,1999-08-10,Douala Centre,183,20+ ans,retard,6,28.88437237423683,impaye
